,RoomCount,Floor,Size(m2),Age,District,Price(TL)
193,4,1.0,135.0,13.0,Altındağ,3855000
194,4,3.0,100.0,20.0,Altındağ,2077500
195,4,0.0,100.0,20.0,Altındağ,2362500
196,4,-1.0,140.0,4.0,Altındağ,2248500
197,3,0.0,105.0,0.0,Altındağ,2158500
198,4,3.0,145.0,4.0,Altındağ,3975000
199,4,2.0,130.0,13.0,Altındağ,2848500
200,4,1.0,130.0,13.0,Altındağ,2205000
201,4,4.0,150.0,4.0,Altındağ,3253500
202,3,2.0,87.0,20.0,Altındağ,1303500
203,3,1.0,78.0,20.0,Altındağ,1350000
204,3,1.0,72.0,20.0,Altındağ,1275000
205,4,2.0,135.0,7.5,Altındağ,2430000
206,4,5.0,185.0,7.5,Altındağ,4500000
207,4,3.0,130.0,7.5,Altındağ,3450000
208,4,6.0,145.0,0.0,Altındağ,3540000
213,5,10.0,160.0,7.5,Altındağ,2218500
214,3,0.0,110.0,1.0,Altındağ,2099999
215,4,2.0,145.0,3.0,Altındağ,3825000
216,4,1.0,125.0,7.5,Altındağ,2100000
217,4,3.0,145.0,7.5,Altındağ,3112500
218,5,4.0,180.0,0.0,Altındağ,5235000
219,3,4.0,100.0,18.0,Altındağ,2377500
221,4,2.0,140.0,7.5,Altındağ,2887500
222,4,3.0,140.0,0.0,Altındağ,3525000
223,4,5.0,135.0,0.0,Altındağ,4200000
224,4,3.0,120.0,0.0,Altındağ,3898500
225,4,2.0,140.0,7.5,Altındağ,3225000
226,4,2.0,130.0,7.5,Altındağ,2700000
227,4,1.0,145.0,13.0,Altındağ,2790000
228,4,1.0,135.0,7.5,Altındağ,2749500
229,4,-1.0,140.0,4.0,Altındağ,2625000
230,4,2.0,130.0,20.0,Altındağ,3207000
231,5,3.0,210.0,7.5,Altındağ,4125000
232,5,8.0,210.0,0.0,Altındağ,9150000
233,4,14.0,180.0,1.0,Altındağ,7500000
234,5,3.0,200.0,1.0,Altındağ,7500000
235,4,2.0,140.0,4.0,Altındağ,3592500
236,4,2.0,130.0,13.0,Altındağ,2362500
237,4,2.0,120.0,13.0,Altındağ,2287500
238,6,3.0,170.0,13.0,Altındağ,3075000
239,4,3.0,95.0,20.0,Altındağ,2160000
240,4,1.0,130.0,2.0,Altındağ,3862500
241,4,1.0,125.0,7.5,Altındağ,4335000
242,8,12.0,320.0,7.5,Altındağ,8400000
243,4,6.0,166.0,3.0,Altındağ,4125000
244,5,1.0,175.0,2.0,Altındağ,2835000
245,4,0.0,117.0,7.5,Altındağ,2173500
246,4,4.0,125.0,0.0,Altındağ,3300000
248,3,1.0,115.0,20.0,Altındağ,1185000
249,5,12.0,155.0,1.0,Altındağ,7425000
250,7,4.0,235.0,7.5,Altındağ,3525000
251,4,0.0,130.0,13.0,Altındağ,3150000
252,4,3.0,145.0,7.5,Altındağ,3562500
253,5,6.0,205.0,0.0,Altındağ,9210000
254,4,3.0,145.0,4.0,Altındağ,4050000
255,5,13.0,165.0,0.0,Altındağ,5235000
256,4,2.0,140.0,20.0,Altındağ,5385000
257,4,1.0,130.0,18.0,Altındağ,6450000
258,4,1.0,145.0,1.0,Altındağ,3525000
259,4,1.0,135.0,3.0,Altındağ,3525000
260,4,3.0,165.0,4.0,Altındağ,4575000
261,4,2.0,125.0,7.5,Altındağ,3900000
263,3,2.0,87.0,20.0,Altındağ,1050000
264,4,2.0,119.0,20.0,Altındağ,1650000
265,3,1.0,80.0,20.0,Altındağ,1123500
266,4,0.0,120.0,13.0,Altındağ,2347500
267,4,2.0,125.0,13.0,Altındağ,2640000
268,4,2.0,135.0,7.5,Altındağ,2625000
269,3,-2.0,105.0,7.5,Altındağ,2175000
270,4,12.0,135.0,13.0,Altındağ,2775000
271,4,2.0,145.0,7.5,Altındağ,3750000
272,4,1.0,125.0,20.0,Altındağ,4852500
273,4,1.0,120.0,13.0,Altındağ,2325000
274,4,1.0,130.0,13.0,Altındağ,3150000
275,4,0.0,130.0,0.0,Altındağ,2700000
276,4,1.0,130.0,3.0,Altındağ,2175000
277,4,1.0,140.0,7.5,Altındağ,2662500
278,4,3.0,150.0,0.0,Altındağ,3225000
279,4,-1.0,120.0,13.0,Altındağ,1845000
280,4,3.0,150.0,13.0,Altındağ,2475000
281,4,2.0,115.0,0.0,Altındağ,3300000
282,4,13.0,135.0,7.5,Altındağ,3525000
285,4,1.0,78.0,20.0,Altındağ,1408500
286,4,3.0,130.0,7.5,Altındağ,2722500
287,4,0.0,125.0,4.0,Altındağ,2361000
288,4,1.0,110.0,20.0,Altındağ,3000000
289,4,3.0,140.0,7.5,Altındağ,2775000
290,4,2.0,140.0,13.0,Altındağ,2475000
291,3,-1.0,110.0,13.0,Altındağ,1777500
292,4,12.0,180.0,1.0,Altındağ,4125000
293,4,1.0,135.0,18.0,Altındağ,2212500
294,4,2.0,150.0,0.0,Altındağ,4650000
295,6,3.0,275.0,4.0,Altındağ,3525000
297,5,12.0,145.0,7.5,Altındağ,2325000
299,4,1.0,125.0,0.0,Altındağ,3000000
300,4,2.0,140.0,4.0,Altındağ,3150000
301,4,3.0,140.0,7.5,Altındağ,2362500
303,4,2.0,145.0,0.0,Altındağ,3825000
304,4,5.0,145.0,1.0,Altındağ,4350000
305,4,1.0,135.0,7.5,Altındağ,2625000
306,4,1.0,130.0,7.5,Altındağ,2625000
307,5,3.0,220.0,13.0,Altındağ,3735000
308,4,3.0,135.0,7.5,Altındağ,2685000
309,6,3.0,300.0,4.0,Altındağ,4725000
310,4,5.0,140.0,4.0,Altındağ,3420000
311,4,3.0,135.0,7.5,Altındağ,3225000
312,4,3.0,140.0,7.5,Altındağ,3112500
313,4,1.0,115.0,4.0,Altındağ,2445000
315,4,2.0,150.0,0.0,Altındağ,3750000
316,6,3.0,310.0,4.0,Altındağ,4425000
318,3,-1.0,135.0,2.0,Altındağ,1860000
319,4,3.0,140.0,1.0,Altındağ,3000000
321,4,2.0,135.0,7.5,Altındağ,4275000
322,4,4.0,135.0,7.5,Altındağ,3637500
324,4,1.0,110.0,7.5,Altındağ,2070000
325,3,1.0,90.0,20.0,Altındağ,1738500
326,4,4.0,135.0,18.0,Altındağ,2700000
327,4,4.0,130.0,0.0,Altındağ,3847500
328,4,4.0,160.0,7.5,Altındağ,3375000
329,4,1.0,149.0,13.0,Altındağ,2017500
330,3,0.0,255.0,0.0,Altındağ,1117500
331,4,1.0,120.0,0.0,Altındağ,2625000
332,3,1.0,110.0,13.0,Altındağ,1935000
333,4,0.0,130.0,7.5,Altındağ,2325000
334,4,1.0,140.0,7.5,Altındağ,2850000
335,4,5.0,160.0,2.0,Altındağ,4762500
336,4,-2.0,150.0,0.0,Altındağ,2362500
337,5,1.0,160.0,7.5,Altındağ,2700000
338,4,2.0,125.0,7.5,Altındağ,4125000
339,4,2.0,120.0,7.5,Altındağ,3600000
340,3,1.0,90.0,13.0,Altındağ,2025000
341,7,1.0,170.0,0.0,Altındağ,5250000
342,4,1.0,130.0,18.0,Altındağ,2100000
343,4,0.0,130.0,7.5,Altındağ,2203500
344,4,1.0,135.0,7.5,Altındağ,2893500
345,4,0.0,160.0,1.0,Altındağ,2730000
346,4,9.0,160.0,0.0,Altındağ,3885000
347,4,2.0,120.0,13.0,Altındağ,2077500
348,4,-1.0,130.0,7.5,Altındağ,2385000
349,4,3.0,125.0,18.0,Altındağ,2475000
350,4,1.0,120.0,7.5,Altındağ,2145000
352,4,7.0,175.0,0.0,Altındağ,5100000
353,4,-1.0,130.0,7.5,Altındağ,2572500
354,4,1.0,145.0,4.0,Altındağ,2788500
355,5,2.0,165.0,7.5,Altındağ,3885000
356,4,2.0,129.0,7.5,Altındağ,2775000
357,3,-1.0,125.0,13.0,Altındağ,1719000
358,4,3.0,155.0,7.5,Altındağ,3562500
359,3,2.0,125.0,4.0,Altındağ,2550000
360,4,1.0,120.0,18.0,Altındağ,2182500
361,4,1.0,130.0,7.5,Altındağ,2700000
362,4,2.0,135.0,7.5,Altındağ,2250000
363,4,2.0,145.0,7.5,Altındağ,3615000
364,4,4.0,135.0,13.0,Altındağ,2392500
365,3,1.0,110.0,13.0,Altındağ,1875000
366,4,-2.0,120.0,7.5,Altındağ,1905000
367,4,3.0,140.0,13.0,Altındağ,2458500
368,4,-2.0,120.0,7.5,Altındağ,2218500
369,4,2.0,135.0,4.0,Altındağ,5100000
370,4,5.0,145.0,0.0,Altındağ,5475000
371,4,4.0,150.0,4.0,Altındağ,3900000
372,4,-1.0,100.0,13.0,Altındağ,1755000
373,4,3.0,135.0,13.0,Altındağ,2625000
374,6,3.0,260.0,4.0,Altındağ,5325000
375,4,5.0,105.0,0.0,Altındağ,2947500
376,4,1.0,140.0,0.0,Altındağ,3180000
377,4,-1.0,120.0,2.0,Altındağ,2700000
378,4,0.0,120.0,2.0,Altındağ,2490000
380,4,-1.0,105.0,13.0,Altındağ,2625000
381,2,-2.0,65.0,20.0,Altındağ,1162500
382,4,3.0,140.0,7.5,Altındağ,2670000
383,4,-1.0,120.0,13.0,Altındağ,1890000
384,4,1.0,135.0,13.0,Altındağ,2362500
385,4,5.0,185.0,7.5,Altındağ,6150000
387,4,2.0,125.0,13.0,Altındağ,2775000
389,4,1.0,125.0,1.0,Altındağ,2475000
390,4,6.0,125.0,1.0,Altındağ,3225000
391,4,1.0,145.0,7.5,Altındağ,2625000
392,4,2.0,140.0,4.0,Altındağ,3075000
394,4,-1.0,115.0,13.0,Altındağ,1650000
395,4,1.0,120.0,13.0,Altındağ,2182500
396,5,3.0,200.0,7.5,Altındağ,4200000
397,4,1.0,130.0,13.0,Altındağ,2250000
398,4,8.0,140.0,4.0,Altındağ,5287500
399,6,5.0,160.0,7.5,Altındağ,4125000
400,4,5.0,155.0,3.0,Altındağ,4800000
401,4,2.0,160.0,7.5,Altındağ,3225000
402,4,-1.0,135.0,7.5,Altındağ,2085000
403,5,4.0,160.0,13.0,Altındağ,2625000
404,4,2.0,119.0,7.5,Altındağ,2842500
405,4,1.0,135.0,7.5,Altındağ,2248500
406,4,-1.0,130.0,7.5,Altındağ,1875000
407,5,9.0,218.0,4.0,Altındağ,6150000
408,4,1.0,145.0,3.0,Altındağ,2623500
409,4,3.0,130.0,7.5,Altındağ,2625000
410,4,0.0,125.0,13.0,Altındağ,1927500
411,4,1.0,130.0,2.0,Altındağ,3450000
412,4,2.0,135.0,2.0,Altındağ,3150000
413,4,2.0,135.0,3.0,Altındağ,3150000
414,4,5.0,145.0,2.0,Altındağ,3135000
416,4,3.0,130.0,7.5,Altındağ,2805000
417,4,2.0,110.0,13.0,Altındağ,2775000
418,4,8.0,150.0,7.5,Altındağ,3000000
419,3,-3.0,100.0,13.0,Altındağ,2055000
420,4,3.0,130.0,7.5,Altındağ,3180000
421,5,11.0,166.0,13.0,Altındağ,2437500
422,5,1.0,172.0,3.0,Altındağ,4485000
423,4,1.0,125.0,7.5,Altındağ,2317500
424,4,12.0,135.0,13.0,Altındağ,3075000
425,4,9.0,170.0,0.0,Altındağ,3750000
426,3,1.0,110.0,7.5,Altındağ,2070000
427,3,2.0,110.0,4.0,Altındağ,3420000
428,4,8.0,145.0,4.0,Altındağ,3840000
429,3,1.0,95.0,7.5,Altındağ,2512500
431,4,0.0,120.0,0.0,Altındağ,2362500
432,4,3.0,150.0,4.0,Altındağ,3870000
433,4,-1.0,110.0,13.0,Altındağ,1650000
434,5,9.0,185.0,1.0,Altındağ,6675000
435,7,3.0,350.0,13.0,Altındağ,3600000
436,4,4.0,140.0,13.0,Altındağ,2377500
437,4,-1.0,100.0,13.0,Altındağ,1575000
438,3,-1.0,135.0,7.5,Altındağ,1875000
439,4,1.0,130.0,2.0,Altındağ,3075000
440,4,2.0,130.0,7.5,Altındağ,3210000
441,4,2.0,125.0,7.5,Altındağ,2250000
442,4,1.0,140.0,1.0,Altındağ,3075000
443,4,4.0,120.0,7.5,Altındağ,2625000
444,4,9.0,165.0,0.0,Altındağ,4725000
445,4,2.0,160.0,4.0,Altındağ,4350000
446,4,1.0,115.0,13.0,Altındağ,2692500
447,2,0.0,100.0,7.5,Altındağ,975000
448,4,1.0,140.0,4.0,Altındağ,3000000
449,4,0.0,120.0,13.0,Altındağ,1875000
450,4,7.0,135.0,7.5,Altındağ,3067500
451,4,1.0,120.0,4.0,Altındağ,3150000
452,5,4.0,180.0,7.5,Altındağ,3750000
453,4,2.0,145.0,2.0,Altındağ,3750000
454,4,2.0,145.0,2.0,Altındağ,4500000
455,4,2.0,160.0,2.0,Altındağ,3150000
456,4,3.0,140.0,13.0,Altındağ,2550000
457,6,7.0,230.0,4.0,Altındağ,5625000
458,4,1.0,125.0,2.0,Altındağ,3450000
459,4,2.0,125.0,20.0,Altındağ,3420000
460,4,1.0,150.0,7.5,Altındağ,3525000
461,5,1.0,144.0,7.5,Altındağ,2100000
462,3,2.0,100.0,7.5,Altındağ,1192500
463,3,-1.0,100.0,13.0,Altındağ,1372500
464,4,1.0,145.0,3.0,Altındağ,4305000
465,4,3.0,125.0,13.0,Altındağ,2842500
466,4,1.0,130.0,20.0,Altındağ,3672000
467,4,1.0,170.0,3.0,Altındağ,3598500
468,4,2.0,144.0,4.0,Altındağ,2670000
469,2,1.0,125.0,7.5,Altındağ,1695000
470,4,1.0,130.0,13.0,Altındağ,2175000
471,4,1.0,145.0,3.0,Altındağ,2790000
472,3,1.0,95.0,13.0,Altındağ,1717500
473,5,-2.0,160.0,7.5,Altındağ,1888500
474,5,0.0,160.0,7.5,Altındağ,1813500
475,4,2.0,130.0,13.0,Altındağ,2370000
476,4,1.0,130.0,0.0,Altındağ,2370000
477,4,3.0,128.0,0.0,Altındağ,6900000
478,4,2.0,131.0,0.0,Altındağ,2685000
479,3,-1.0,140.0,2.0,Altındağ,1987500
480,4,1.0,135.0,7.5,Altındağ,2197500
481,4,2.0,135.0,7.5,Altındağ,2220000
482,4,-1.0,130.0,0.0,Altındağ,2242500
483,4,2.0,126.0,0.0,Altındağ,3750000
484,3,1.0,110.0,7.5,Altındağ,1468500
485,5,2.0,150.0,3.0,Altındağ,5700000
486,3,11.0,110.0,13.0,Altındağ,1950000
487,4,1.0,135.0,7.5,Altındağ,4200000
488,3,0.0,95.0,4.0,Altındağ,3112500
489,4,6.0,205.0,7.5,Altındağ,6045000
490,4,1.0,165.0,7.5,Altındağ,4125000
491,4,2.0,140.0,7.5,Altındağ,2475000
492,4,-1.0,80.0,7.5,Altındağ,1395000
493,4,1.0,130.0,13.0,Altındağ,2053500
494,5,3.0,230.0,7.5,Altındağ,6375000
496,4,1.0,145.0,4.0,Altındağ,2992500
498,4,6.0,150.0,7.5,Altındağ,2767500
499,4,3.0,140.0,13.0,Altındağ,2475000
500,4,1.0,120.0,7.5,Altındağ,2235000
501,4,1.0,135.0,7.5,Altındağ,2175000
502,4,1.0,145.0,7.5,Altındağ,3525000
503,4,1.0,135.0,7.5,Altındağ,2145000
504,4,3.0,135.0,13.0,Altındağ,3225000
505,4,2.0,185.0,3.0,Altındağ,2917500
506,5,8.0,160.0,7.5,Altındağ,2392500
507,4,3.0,130.0,13.0,Altındağ,2250000
508,4,2.0,120.0,13.0,Altındağ,2475000
509,4,6.0,159.0,0.0,Altındağ,4966500
510,5,3.0,169.0,4.0,Altındağ,5263500
512,6,1.0,180.0,13.0,Altındağ,2535000
513,4,1.0,130.0,7.5,Altındağ,2775000
514,4,2.0,100.0,18.0,Altındağ,1950000
515,4,2.0,130.0,13.0,Altındağ,2722500
516,3,11.0,110.0,13.0,Altındağ,2175000
517,4,3.0,135.0,13.0,Altındağ,2175000
518,4,3.0,135.0,7.5,Altındağ,2623500
519,4,4.0,120.0,7.5,Altındağ,2265000
520,4,-1.0,125.0,13.0,Altındağ,2070000
521,4,3.0,155.0,4.0,Altındağ,3225000
522,4,-1.0,135.0,13.0,Altındağ,2055000
523,4,2.0,178.0,7.5,Altındağ,5700000
524,4,1.0,115.0,7.5,Altındağ,4200000
525,4,2.0,120.0,7.5,Altındağ,2475000
526,4,8.0,125.0,7.5,Altındağ,2475000
527,4,3.0,145.0,7.5,Altındağ,2662500
528,4,5.0,135.0,4.0,Altındağ,3900000
529,4,3.0,130.0,13.0,Altındağ,2392500
530,4,7.0,145.0,4.0,Altındağ,5970000
531,4,0.0,125.0,4.0,Altındağ,2602500
533,4,1.0,119.0,20.0,Altındağ,1402500
534,4,1.0,130.0,7.5,Altındağ,2175000
535,4,1.0,135.0,4.0,Altındağ,2325000
537,4,0.0,110.0,7.5,Altındağ,2625000
538,3,5.0,90.0,20.0,Altındağ,3675000
539,4,2.0,140.0,0.0,Altındağ,4500000
540,4,1.0,128.0,7.5,Altındağ,2325000
542,4,3.0,135.0,7.5,Altındağ,2535000
543,3,1.0,110.0,7.5,Altındağ,1950000
544,4,5.0,150.0,7.5,Altındağ,4498500
545,4,4.0,120.0,7.5,Altındağ,2550000
546,4,-1.0,135.0,7.5,Altındağ,2100000
547,4,2.0,130.0,0.0,Altındağ,2998500
548,3,1.0,100.0,13.0,Altındağ,1920000
549,4,3.0,140.0,13.0,Altındağ,2445000
550,4,3.0,135.0,13.0,Altındağ,2085000
551,4,5.0,135.0,7.5,Altındağ,7125000
552,4,1.0,130.0,13.0,Altındağ,3127500
553,4,2.0,140.0,7.5,Altındağ,5250000
554,4,1.0,135.0,13.0,Altındağ,2085000
555,4,1.0,140.0,3.0,Altındağ,3450000
556,4,2.0,120.0,7.5,Altındağ,2520000
557,4,1.0,135.0,0.0,Altındağ,2400000
558,6,3.0,270.0,7.5,Altındağ,3975000
559,4,1.0,135.0,7.5,Altındağ,3562500
562,5,11.0,162.0,7.5,Altındağ,7425000
563,3,1.0,125.0,7.5,Altındağ,1567500
564,4,2.0,120.0,2.0,Altındağ,2437500
565,4,1.0,120.0,0.0,Altındağ,1633500
566,4,2.0,140.0,7.5,Altındağ,2398500
567,4,1.0,135.0,7.5,Altındağ,2850000
568,2,1.0,75.0,20.0,Altındağ,1492500
569,5,0.0,125.0,13.0,Altındağ,1942500
570,4,1.0,120.0,13.0,Altındağ,4050000
571,4,1.0,120.0,13.0,Altındağ,2370000
572,4,1.0,145.0,13.0,Altındağ,2623500
573,4,0.0,100.0,13.0,Altındağ,1687500
574,4,3.0,135.0,7.5,Altındağ,2662500
575,4,2.0,130.0,7.5,Altındağ,2757000
576,4,1.0,105.0,13.0,Altındağ,2248500
577,5,2.0,130.0,0.0,Altındağ,2925000
578,4,5.0,135.0,2.0,Altındağ,3375000
579,4,1.0,135.0,7.5,Altındağ,2518500
580,4,5.0,140.0,0.0,Altındağ,5100000
581,5,4.0,175.0,0.0,Altındağ,5625000
582,3,10.0,100.0,13.0,Altındağ,2293500
584,4,8.0,165.0,1.0,Altındağ,3435000
585,4,0.0,125.0,13.0,Altındağ,1950000
587,3,2.0,119.0,20.0,Altındağ,1104000
588,4,3.0,140.0,7.5,Altındağ,2280000
589,4,1.0,130.0,13.0,Altındağ,1945500
590,4,1.0,120.0,7.5,Altındağ,2077500
591,4,1.0,120.0,13.0,Altındağ,2137500
592,4,4.0,140.0,2.0,Altındağ,4125000
593,5,7.0,177.0,0.0,Altındağ,3900000
594,4,1.0,135.0,2.0,Altındağ,2662500
596,4,1.0,122.0,13.0,Altındağ,3000000
597,5,3.0,160.0,7.5,Altındağ,3210000
598,3,0.0,130.0,7.5,Altındağ,3150000
599,5,7.0,160.0,0.0,Altındağ,3795000
600,4,7.0,160.0,0.0,Altındağ,3795000
601,4,2.0,120.0,7.5,Altındağ,2640000
602,4,-1.0,120.0,3.0,Altındağ,2025000
603,4,0.0,115.0,13.0,Altındağ,1687500
604,4,1.0,125.0,18.0,Altındağ,2130000
605,4,-1.0,125.0,4.0,Altındağ,2062500
606,5,1.0,165.0,13.0,Altındağ,1875000
607,5,0.0,145.0,3.0,Altındağ,2475000
608,4,4.0,165.0,3.0,Altındağ,4125000
609,4,1.0,135.0,7.5,Altındağ,2790000
610,4,4.0,130.0,7.5,Altındağ,2400000
611,4,1.0,125.0,7.5,Altındağ,2805000
612,4,2.0,145.0,0.0,Altındağ,4042500
613,3,0.0,90.0,7.5,Altındağ,2025000
614,5,2.0,145.0,13.0,Altındağ,2925000
615,4,1.0,130.0,13.0,Altındağ,2137500
616,4,1.0,140.0,7.5,Altındağ,2459250
617,4,1.0,145.0,7.5,Altındağ,3000000
618,4,2.0,140.0,0.0,Altındağ,3180000
619,4,3.0,145.0,7.5,Altındağ,3000000
620,4,5.0,145.0,4.0,Altındağ,3825000
621,4,5.0,155.0,2.0,Altındağ,4423500
622,4,5.0,130.0,0.0,Altındağ,3525000
623,4,1.0,185.0,3.0,Altındağ,3570000
624,4,1.0,125.0,18.0,Altındağ,2512500
625,3,2.0,87.0,20.0,Altındağ,1138500
626,4,3.0,135.0,7.5,Altındağ,2625000
627,5,9.0,170.0,0.0,Altındağ,5400000
628,4,1.0,125.0,13.0,Altındağ,2475000
629,4,2.0,145.0,0.0,Altındağ,4035000
630,4,3.0,140.0,1.0,Altındağ,2850000
631,5,-1.0,180.0,3.0,Altındağ,5025000
633,4,3.0,125.0,13.0,Altındağ,2850000
634,4,2.0,135.0,13.0,Altındağ,2655000
635,4,-1.0,120.0,13.0,Altındağ,1950000
636,4,1.0,125.0,20.0,Altındağ,2700000
637,3,4.0,70.0,20.0,Altındağ,1425000
638,4,2.0,130.0,4.0,Altındağ,5625000
639,4,1.0,130.0,4.0,Altındağ,2323500
640,4,5.0,120.0,13.0,Altındağ,3255000
641,5,11.0,145.0,7.5,Altındağ,2265000
642,4,1.0,135.0,4.0,Altındağ,2805000
643,4,2.0,140.0,4.0,Altındağ,3600000
644,4,2.0,130.0,2.0,Altındağ,3150000
645,3,-1.0,120.0,1.0,Altındağ,2398500
646,3,1.0,110.0,13.0,Altındağ,2025000
647,4,4.0,110.0,18.0,Altındağ,3450000
648,4,4.0,110.0,20.0,Altındağ,2325000
649,4,4.0,150.0,0.0,Altındağ,3478500
650,4,2.0,120.0,13.0,Altındağ,2587500
652,4,3.0,115.0,0.0,Altındağ,2925000
653,4,5.0,105.0,0.0,Altındağ,3150000
654,4,4.0,115.0,0.0,Altındağ,3150000
655,4,9.0,175.0,3.0,Altındağ,4199999
656,4,2.0,115.0,0.0,Altındağ,3225000
657,4,0.0,115.0,0.0,Altındağ,2475000
658,4,0.0,125.0,2.0,Altındağ,2512500
659,4,0.0,169.0,4.0,Altındağ,3225000
660,4,2.0,130.0,1.0,Altındağ,3825000
661,4,1.0,93.0,20.0,Altındağ,1245000
662,3,2.0,100.0,18.0,Altındağ,1260000
664,4,1.0,115.0,13.0,Altındağ,2392500
665,4,1.0,145.0,2.0,Altındağ,3075000
666,4,0.0,120.0,1.0,Altındağ,2623500
667,4,0.0,120.0,4.0,Altındağ,2175000
669,3,2.0,87.0,20.0,Altındağ,1102500
670,4,9.0,165.0,4.0,Altındağ,4762500
671,4,12.0,100.0,7.5,Altındağ,2025000
672,4,2.0,145.0,4.0,Altındağ,3225000
674,4,4.0,130.0,0.0,Altındağ,3375000
675,8,3.0,270.0,20.0,Altındağ,6000000
676,5,11.0,165.0,0.0,Altındağ,3748500
677,4,3.0,135.0,13.0,Altındağ,2550000
678,4,3.0,135.0,13.0,Altındağ,2752500
679,4,6.0,140.0,4.0,Altındağ,2995500
680,4,1.0,140.0,4.0,Altındağ,2625000
681,4,1.0,130.0,0.0,Altındağ,3150000
682,4,2.0,130.0,13.0,Altındağ,2475000
683,4,1.0,130.0,7.5,Altındağ,1950000
684,3,0.0,70.0,20.0,Altındağ,1425000
685,3,0.0,100.0,13.0,Altındağ,2175000
686,6,3.0,200.0,7.5,Altındağ,3749850
687,5,4.0,170.0,0.0,Altındağ,3900000
688,4,9.0,175.0,0.0,Altındağ,3825000
689,4,3.0,145.0,2.0,Altındağ,3150000
690,4,3.0,130.0,7.5,Altındağ,2565000
691,5,-1.0,141.0,7.5,Altındağ,2475000
692,5,-2.0,171.0,7.5,Altındağ,3660000
693,4,4.0,116.0,7.5,Altındağ,2248500
694,4,12.0,135.0,13.0,Altındağ,3000000
695,4,2.0,140.0,4.0,Altındağ,3148500
696,4,3.0,190.0,7.5,Altındağ,3870000
697,4,-1.0,120.0,7.5,Altındağ,1725000
698,4,1.0,130.0,7.5,Altındağ,3037500
699,4,2.0,130.0,4.0,Altındağ,3600000
700,4,5.0,175.0,13.0,Altındağ,5475000
701,4,3.0,135.0,7.5,Altındağ,2550000
702,4,2.0,145.0,4.0,Altındağ,3150000
703,4,3.0,140.0,3.0,Altındağ,3450000
704,4,1.0,125.0,13.0,Altındağ,2692500
705,4,1.0,130.0,13.0,Altındağ,2280000
706,4,3.0,125.0,7.5,Altındağ,2325000
707,4,2.0,125.0,3.0,Altındağ,3150000
708,4,1.0,125.0,7.5,Altındağ,2398500
709,4,9.0,130.0,7.5,Altındağ,3270000
710,4,1.0,105.0,20.0,Altındağ,3075000
712,5,9.0,130.0,13.0,Altındağ,2235000
713,4,4.0,160.0,3.0,Altındağ,4500000
714,4,8.0,135.0,7.5,Altındağ,2677500
715,5,1.0,135.0,0.0,Altındağ,3427500
716,4,1.0,93.0,20.0,Altındağ,1258500
717,4,3.0,130.0,13.0,Altındağ,2325000
718,4,0.0,145.0,7.5,Altındağ,2293500
719,4,4.0,125.0,20.0,Altındağ,3375000
721,4,2.0,110.0,20.0,Altındağ,3937500
722,3,0.0,115.0,4.0,Altındağ,2700000
723,3,0.0,110.0,1.0,Altındağ,1950000
724,4,8.0,140.0,0.0,Altındağ,4125000
725,4,9.0,200.0,3.0,Altındağ,4050000
726,4,4.0,130.0,7.5,Altındağ,3975000
727,4,3.0,145.0,3.0,Altındağ,3450000
728,4,5.0,140.0,0.0,Altındağ,3448500
729,8,3.0,300.0,7.5,Altındağ,9000000
730,4,3.0,130.0,18.0,Altındağ,2715000
731,3,1.0,80.0,20.0,Altındağ,1102500
734,4,3.0,135.0,7.5,Altındağ,2700000
735,4,2.0,130.0,1.0,Altındağ,3375000
736,5,1.0,155.0,7.5,Altındağ,4500000
737,3,0.0,110.0,4.0,Altındağ,2175000
738,4,4.0,125.0,3.0,Altındağ,3450000
739,4,3.0,125.0,13.0,Altındağ,2250000
740,4,1.0,160.0,4.0,Altındağ,2998500
741,4,4.0,125.0,7.5,Altındağ,4650000
742,3,1.0,110.0,4.0,Altındağ,3060000
743,4,7.0,135.0,7.5,Altındağ,5400000
744,4,4.0,140.0,0.0,Altındağ,3225000
745,5,6.0,130.0,7.5,Altındağ,2250000
746,5,2.0,180.0,0.0,Altındağ,5250000
747,3,3.0,85.0,7.5,Altındağ,2385000
748,4,1.0,130.0,0.0,Altındağ,3667500
749,4,1.0,135.0,0.0,Altındağ,3150000
750,4,1.0,130.0,0.0,Altındağ,2325000
751,3,3.0,119.0,20.0,Altındağ,2310000
752,4,7.0,159.0,0.0,Altındağ,5955000
754,4,6.0,159.0,0.0,Altındağ,5025000
755,3,1.0,93.0,20.0,Altındağ,1183500
756,3,1.0,98.0,20.0,Altındağ,1065000
757,4,1.0,160.0,0.0,Altındağ,5175000
758,4,2.0,159.0,4.0,Altındağ,5025000
759,3,2.0,87.0,20.0,Altındağ,1102499
761,5,10.0,150.0,3.0,Altındağ,2325000
762,4,2.0,180.0,7.5,Altındağ,2902500
763,4,3.0,130.0,7.5,Altındağ,2542500
764,5,2.0,155.0,0.0,Altındağ,4050000
765,4,-1.0,140.0,7.5,Altındağ,3000000
766,4,1.0,105.0,18.0,Altındağ,2775000
767,4,1.0,140.0,13.0,Altındağ,2325000
768,4,3.0,140.0,0.0,Altındağ,4665000
770,4,3.0,115.0,13.0,Altındağ,2325000
771,4,1.0,120.0,13.0,Altındağ,1620000
773,4,8.0,153.0,4.0,Altındağ,4680000
774,4,1.0,130.0,0.0,Altındağ,2887500
