RoomCount,Floor,Size(m2),Age,District,Price(TL)
4,1.0,120.0,7.5,Pursaklar,1875000
5,4.0,185.0,4.0,Pursaklar,6300000
4,2.0,120.0,13.0,Pursaklar,2250000
5,4.0,185.0,7.5,Pursaklar,6300000
4,1.0,140.0,7.5,Pursaklar,4575000
4,3.0,120.0,7.5,Pursaklar,2212500
4,1.0,125.0,0.0,Pursaklar,4050000
4,1.0,120.0,7.5,Pursaklar,1950000
4,3.0,130.0,7.5,Pursaklar,2790000
4,7.0,180.0,0.0,Pursaklar,4707000
4,2.0,125.0,18.0,Pursaklar,2623500
4,-1.0,120.0,3.0,Pursaklar,2025000
4,2.0,125.0,7.5,Pursaklar,3225000
4,3.0,120.0,13.0,Pursaklar,2923500
4,1.0,125.0,13.0,Pursaklar,2535000
4,3.0,130.0,13.0,Pursaklar,2812500
4,1.0,130.0,18.0,Pursaklar,2385000
5,3.0,190.0,0.0,Pursaklar,4875000
6,3.0,225.0,18.0,Pursaklar,3750000
5,2.0,155.0,3.0,Pursaklar,4800000
4,1.0,125.0,13.0,Pursaklar,2473500
4,1.0,125.0,18.0,Pursaklar,2437500
5,7.0,185.0,7.5,Pursaklar,4875000
4,2.0,135.0,4.0,Pursaklar,3583500
5,15.0,185.0,2.0,Pursaklar,5925000
4,3.0,185.0,7.5,Pursaklar,3885000
5,3.0,185.0,0.0,Pursaklar,3900000
4,2.0,135.0,7.5,Pursaklar,3712500
4,3.0,125.0,7.5,Pursaklar,3525000
5,2.0,185.0,3.0,Pursaklar,5625000
5,10.0,190.0,7.5,Pursaklar,4650000
6,3.0,225.0,7.5,Pursaklar,3727500
4,4.0,155.0,13.0,Pursaklar,2625000
4,1.0,135.0,4.0,Pursaklar,3120000
4,4.0,125.0,4.0,Pursaklar,2550000
4,3.0,125.0,7.5,Pursaklar,2475000
4,-1.0,120.0,7.5,Pursaklar,2130000
4,4.0,165.0,7.5,Pursaklar,4275000
5,4.0,185.0,3.0,Pursaklar,5400000
5,15.0,185.0,3.0,Pursaklar,5250000
4,2.0,130.0,7.5,Pursaklar,4200000
4,0.0,120.0,13.0,Pursaklar,2737500
5,1.0,185.0,4.0,Pursaklar,5473500
4,0.0,125.0,7.5,Pursaklar,2790000
3,4.0,97.0,0.0,Pursaklar,3735000
4,5.0,185.0,4.0,Pursaklar,4650000
4,-1.0,130.0,7.5,Pursaklar,2017500
5,4.0,205.0,18.0,Pursaklar,3523500
4,-1.0,143.0,18.0,Pursaklar,2130000
4,3.0,125.0,18.0,Pursaklar,2925000
5,-1.0,150.0,13.0,Pursaklar,2850000
4,1.0,133.0,0.0,Pursaklar,4200000
3,1.0,83.0,0.0,Pursaklar,3000000
5,2.0,200.0,7.5,Pursaklar,4650000
4,1.0,130.0,13.0,Pursaklar,2715000
5,9.0,180.0,2.0,Pursaklar,5820000
5,0.0,220.0,3.0,Pursaklar,4185000
5,1.0,145.0,13.0,Pursaklar,3742500
4,2.0,130.0,13.0,Pursaklar,3225000
5,1.0,180.0,7.5,Pursaklar,5025000
4,4.0,135.0,7.5,Pursaklar,2812500
4,2.0,110.0,18.0,Pursaklar,2175000
4,3.0,155.0,3.0,Pursaklar,4335000
4,3.0,125.0,13.0,Pursaklar,3525000
4,1.0,125.0,7.5,Pursaklar,3750000
5,2.0,125.0,13.0,Pursaklar,5250000
4,1.0,130.0,18.0,Pursaklar,3585000
4,2.0,135.0,0.0,Pursaklar,4049999
4,2.0,125.0,7.5,Pursaklar,3750000
5,2.0,185.0,7.5,Pursaklar,4650000
3,-1.0,100.0,7.5,Pursaklar,1725000
4,1.0,115.0,7.5,Pursaklar,2812500
5,1.0,185.0,4.0,Pursaklar,4425000
4,6.0,155.0,7.5,Pursaklar,4297500
8,4.0,300.0,13.0,Pursaklar,5977500
4,1.0,125.0,13.0,Pursaklar,3375000
4,3.0,120.0,7.5,Pursaklar,3150000
4,2.0,145.0,7.5,Pursaklar,4950000
4,5.0,135.0,7.5,Pursaklar,3523500
4,0.0,125.0,7.5,Pursaklar,2475000
3,2.0,93.0,13.0,Pursaklar,2025000
7,3.0,255.0,13.0,Pursaklar,4875000
4,1.0,125.0,7.5,Pursaklar,2743500
4,3.0,120.0,7.5,Pursaklar,2475000
3,1.0,95.0,13.0,Pursaklar,2188500
5,3.0,200.0,7.5,Pursaklar,2745000
4,1.0,125.0,7.5,Pursaklar,2625000
5,3.0,205.0,7.5,Pursaklar,2662500
4,1.0,140.0,7.5,Pursaklar,2835000
5,0.0,185.0,7.5,Pursaklar,4350000
4,3.0,120.0,13.0,Pursaklar,2520000
5,1.0,185.0,4.0,Pursaklar,7350000
5,3.0,185.0,7.5,Pursaklar,3375000
4,7.0,140.0,7.5,Pursaklar,3885000
4,1.0,105.0,13.0,Pursaklar,2025000
5,3.0,185.0,7.5,Pursaklar,5475000
5,12.0,185.0,4.0,Pursaklar,4875000
5,9.0,200.0,3.0,Pursaklar,7875000
4,1.0,120.0,7.5,Pursaklar,3375000
4,-1.0,100.0,20.0,Pursaklar,1747500
3,1.0,100.0,18.0,Pursaklar,1867500
4,3.0,125.0,13.0,Pursaklar,3150000
4,3.0,125.0,4.0,Pursaklar,4762500
5,5.0,200.0,4.0,Pursaklar,4650000
5,1.0,200.0,0.0,Pursaklar,6375000
4,7.0,140.0,13.0,Pursaklar,3525000
4,-1.0,135.0,18.0,Pursaklar,2023500
4,1.0,125.0,7.5,Pursaklar,2278500
5,1.0,170.0,3.0,Pursaklar,4950000
6,3.0,205.0,18.0,Pursaklar,3825000
4,3.0,130.0,13.0,Pursaklar,3525000
5,15.0,185.0,4.0,Pursaklar,6675000
5,2.0,195.0,13.0,Pursaklar,4650000
4,3.0,125.0,7.5,Pursaklar,3510000
4,0.0,120.0,7.5,Pursaklar,2025000
3,-1.0,100.0,18.0,Pursaklar,1725000
4,4.0,160.0,4.0,Pursaklar,4500000
4,7.0,170.0,7.5,Pursaklar,4123500
4,7.0,160.0,4.0,Pursaklar,4875000
4,3.0,120.0,7.5,Pursaklar,2923500
2,1.0,57.0,0.0,Pursaklar,2235000
5,13.0,185.0,4.0,Pursaklar,7350000
4,8.0,155.0,7.5,Pursaklar,4650000
5,12.0,200.0,4.0,Pursaklar,6187500
4,3.0,135.0,13.0,Pursaklar,3000000
4,6.0,135.0,18.0,Pursaklar,3435000
4,-1.0,110.0,13.0,Pursaklar,2362500
4,1.0,125.0,7.5,Pursaklar,2692500
4,4.0,140.0,7.5,Pursaklar,3525000
4,3.0,125.0,13.0,Pursaklar,3240000
5,2.0,185.0,4.0,Pursaklar,5535000
4,2.0,120.0,18.0,Pursaklar,2625000
4,2.0,125.0,13.0,Pursaklar,2850000
4,1.0,125.0,13.0,Pursaklar,2850000
4,3.0,130.0,13.0,Pursaklar,3240000
4,3.0,140.0,7.5,Pursaklar,3900000
5,7.0,185.0,0.0,Pursaklar,4723500
4,2.0,130.0,7.5,Pursaklar,3712500
5,5.0,200.0,2.0,Pursaklar,6300000
4,7.0,140.0,7.5,Pursaklar,3825000
4,4.0,125.0,13.0,Pursaklar,2445000
4,1.0,125.0,13.0,Pursaklar,2587500
5,9.0,185.0,0.0,Pursaklar,5325000
6,3.0,280.0,7.5,Pursaklar,3750000
4,2.0,130.0,7.5,Pursaklar,2625000
4,2.0,130.0,7.5,Pursaklar,2475000
4,0.0,120.0,13.0,Pursaklar,2175000
4,1.0,120.0,13.0,Pursaklar,2025000
4,0.0,130.0,7.5,Pursaklar,2790000
4,2.0,125.0,13.0,Pursaklar,2970000
4,3.0,155.0,13.0,Pursaklar,2520000
4,1.0,115.0,7.5,Pursaklar,2227500
3,1.0,100.0,13.0,Pursaklar,2250000
4,3.0,130.0,7.5,Pursaklar,2647500
4,2.0,140.0,0.0,Pursaklar,4048500
3,3.0,105.0,0.0,Pursaklar,7200000
4,1.0,125.0,2.0,Pursaklar,4200000
4,1.0,125.0,0.0,Pursaklar,4200000
4,2.0,130.0,0.0,Pursaklar,3570000
4,1.0,135.0,13.0,Pursaklar,2955000
4,2.0,125.0,7.5,Pursaklar,2970000
4,1.0,130.0,13.0,Pursaklar,3585000
4,3.0,120.0,13.0,Pursaklar,2475000
4,1.0,120.0,13.0,Pursaklar,2587500
4,-1.0,120.0,7.5,Pursaklar,2250000
6,3.0,300.0,13.0,Pursaklar,4170000
4,3.0,125.0,7.5,Pursaklar,3150000
4,2.0,115.0,18.0,Pursaklar,2400000
5,12.0,190.0,3.0,Pursaklar,5850000
5,9.0,185.0,2.0,Pursaklar,6450000
4,1.0,130.0,13.0,Pursaklar,2527500
4,3.0,155.0,7.5,Pursaklar,3720000
4,3.0,125.0,3.0,Pursaklar,3480000
5,13.0,205.0,4.0,Pursaklar,7125000
5,1.0,190.0,7.5,Pursaklar,4275000
5,3.0,185.0,4.0,Pursaklar,5475000
5,7.0,190.0,4.0,Pursaklar,6750000
5,4.0,185.0,4.0,Pursaklar,5362500
5,12.0,190.0,0.0,Pursaklar,6450000
4,3.0,155.0,7.5,Pursaklar,3697500
5,11.0,190.0,3.0,Pursaklar,5137500
4,3.0,150.0,18.0,Pursaklar,2623500
5,14.0,180.0,0.0,Pursaklar,6150000
5,11.0,190.0,4.0,Pursaklar,6000000
4,3.0,155.0,7.5,Pursaklar,3523500
4,1.0,130.0,13.0,Pursaklar,2835000
5,4.0,190.0,4.0,Pursaklar,4935000
4,4.0,120.0,18.0,Pursaklar,2775000
6,3.0,320.0,18.0,Pursaklar,3750000
5,3.0,200.0,0.0,Pursaklar,5400000
5,0.0,200.0,3.0,Pursaklar,3000113
5,8.0,320.0,7.5,Pursaklar,4875000
4,2.0,125.0,13.0,Pursaklar,3135000
4,10.0,190.0,4.0,Pursaklar,5340000
5,4.0,185.0,7.5,Pursaklar,4935000
4,3.0,125.0,7.5,Pursaklar,2925000
5,1.0,190.0,0.0,Pursaklar,6000000
4,4.0,135.0,0.0,Pursaklar,3975000
5,7.0,210.0,0.0,Pursaklar,5025000
5,1.0,185.0,7.5,Pursaklar,4275000
4,1.0,125.0,13.0,Pursaklar,2953500
4,-1.0,150.0,13.0,Pursaklar,2242500
4,7.0,150.0,7.5,Pursaklar,3825000
4,2.0,125.0,18.0,Pursaklar,2625000
4,1.0,125.0,18.0,Pursaklar,3000000
4,3.0,115.0,18.0,Pursaklar,2775000
4,1.0,125.0,13.0,Pursaklar,2788500
5,2.0,155.0,7.5,Pursaklar,4035000
4,3.0,155.0,0.0,Pursaklar,5700000
4,1.0,135.0,18.0,Pursaklar,3585000
4,0.0,145.0,7.5,Pursaklar,3577500
4,2.0,140.0,7.5,Pursaklar,3712500
4,1.0,150.0,7.5,Pursaklar,3750000
5,1.0,190.0,7.5,Pursaklar,4800000
5,1.0,200.0,0.0,Pursaklar,5400000
5,14.0,200.0,0.0,Pursaklar,5175000
5,9.0,190.0,0.0,Pursaklar,5250000
5,10.0,265.0,7.5,Pursaklar,6975000
4,1.0,140.0,20.0,Pursaklar,2212500
4,3.0,140.0,7.5,Pursaklar,3240000
7,4.0,180.0,18.0,Pursaklar,2475000
5,4.0,185.0,3.0,Pursaklar,5085000
5,8.0,185.0,0.0,Pursaklar,5250000
3,1.0,100.0,3.0,Pursaklar,2992500
4,3.0,157.0,18.0,Pursaklar,2850000
4,-1.0,130.0,0.0,Pursaklar,2325000
4,5.0,125.0,13.0,Pursaklar,2940000
5,2.0,165.0,7.5,Pursaklar,4035000
5,3.0,300.0,13.0,Pursaklar,3300000
5,1.0,200.0,7.5,Pursaklar,4275000
4,3.0,130.0,0.0,Pursaklar,5100000
4,1.0,120.0,18.0,Pursaklar,2610000
4,4.0,125.0,13.0,Pursaklar,3135000
4,3.0,135.0,7.5,Pursaklar,2842500
9,3.0,350.0,7.5,Pursaklar,5175000
5,1.0,195.0,4.0,Pursaklar,4275000
5,4.0,205.0,4.0,Pursaklar,7800000
3,2.0,110.0,7.5,Pursaklar,3450000
4,0.0,145.0,2.0,Pursaklar,3150000
5,6.0,200.0,4.0,Pursaklar,5925000
4,5.0,140.0,7.5,Pursaklar,3750000
4,1.0,160.0,7.5,Pursaklar,3577500
4,-1.0,110.0,13.0,Pursaklar,1492500
6,12.0,320.0,0.0,Pursaklar,9750000
4,4.0,135.0,4.0,Pursaklar,4800000
5,2.0,160.0,0.0,Pursaklar,5625000
4,3.0,135.0,7.5,Pursaklar,3240000
5,2.0,185.0,3.0,Pursaklar,5085000
4,1.0,150.0,13.0,Pursaklar,2880000
5,9.0,190.0,0.0,Pursaklar,6600000
5,8.0,205.0,0.0,Pursaklar,5925000
4,2.0,130.0,7.5,Pursaklar,3750000
4,3.0,155.0,2.0,Pursaklar,3885000
5,1.0,200.0,0.0,Pursaklar,5250000
4,1.0,120.0,18.0,Pursaklar,2512500
4,-1.0,110.0,7.5,Pursaklar,1950000
4,11.0,190.0,0.0,Pursaklar,4425000
5,2.0,210.0,3.0,Pursaklar,5625000
5,5.0,200.0,4.0,Pursaklar,4500000
4,3.0,125.0,13.0,Pursaklar,2640000
4,1.0,160.0,7.5,Pursaklar,3975000
4,3.0,135.0,7.5,Pursaklar,3885000
5,16.0,200.0,4.0,Pursaklar,6750000
7,3.0,235.0,13.0,Pursaklar,4725000
3,1.0,105.0,13.0,Pursaklar,2475000
5,5.0,175.0,7.5,Pursaklar,4500000
4,0.0,130.0,13.0,Pursaklar,2173500
4,7.0,145.0,18.0,Pursaklar,3585000
5,4.0,180.0,7.5,Pursaklar,4725000
4,1.0,135.0,0.0,Pursaklar,3975000
5,10.0,220.0,0.0,Pursaklar,7125000
5,3.0,165.0,2.0,Pursaklar,4335000
5,1.0,210.0,4.0,Pursaklar,4350000
4,3.0,130.0,7.5,Pursaklar,2752500
5,4.0,185.0,7.5,Pursaklar,5250000
4,3.0,125.0,13.0,Pursaklar,2752500
4,2.0,130.0,7.5,Pursaklar,3570000
4,2.0,145.0,13.0,Pursaklar,2992500
4,3.0,125.0,13.0,Pursaklar,3135000
5,13.0,200.0,1.0,Pursaklar,8100000
5,4.0,190.0,4.0,Pursaklar,5250000
4,3.0,115.0,13.0,Pursaklar,2640000
4,4.0,130.0,18.0,Pursaklar,3135000
4,3.0,135.0,18.0,Pursaklar,2925000
4,1.0,125.0,13.0,Pursaklar,3675000
5,8.0,220.0,4.0,Pursaklar,4648500
3,0.0,115.0,0.0,Pursaklar,2848500
4,3.0,130.0,13.0,Pursaklar,2520000
5,1.0,155.0,0.0,Pursaklar,5250000
4,3.0,130.0,18.0,Pursaklar,2925000
5,13.0,205.0,0.0,Pursaklar,7875000
4,1.0,155.0,7.5,Pursaklar,3750000
5,-1.0,220.0,4.0,Pursaklar,3975000
5,5.0,220.0,2.0,Pursaklar,6300000
5,9.0,190.0,4.0,Pursaklar,5820000
5,6.0,165.0,0.0,Pursaklar,5700000
3,3.0,105.0,13.0,Pursaklar,1972500
4,3.0,120.0,18.0,Pursaklar,1918500
5,1.0,200.0,3.0,Pursaklar,4875000
4,3.0,130.0,7.5,Pursaklar,3892500
4,11.0,155.0,0.0,Pursaklar,4425000
3,-1.0,110.0,13.0,Pursaklar,2475000
4,3.0,135.0,13.0,Pursaklar,2640000
4,1.0,140.0,13.0,Pursaklar,2362500
4,-1.0,125.0,13.0,Pursaklar,2025000
5,6.0,160.0,7.5,Pursaklar,5625000
4,4.0,115.0,13.0,Pursaklar,2923500
4,2.0,155.0,7.5,Pursaklar,3975000
5,9.0,190.0,0.0,Pursaklar,5625000
6,3.0,278.0,13.0,Pursaklar,3718500
3,0.0,110.0,0.0,Pursaklar,2835000
4,1.0,130.0,2.0,Pursaklar,2850000
4,1.0,140.0,7.5,Pursaklar,3150000
4,2.0,125.0,7.5,Pursaklar,3712500
5,1.0,190.0,4.0,Pursaklar,4050000
5,0.0,180.0,0.0,Pursaklar,5250000
4,2.0,160.0,7.5,Pursaklar,3600000
5,10.0,180.0,0.0,Pursaklar,4875000
5,1.0,200.0,0.0,Pursaklar,4950000
5,9.0,200.0,0.0,Pursaklar,8925000
4,1.0,125.0,13.0,Pursaklar,2970000
5,9.0,195.0,0.0,Pursaklar,8250000
4,-1.0,135.0,7.5,Pursaklar,3750000
3,2.0,120.0,7.5,Pursaklar,3450000
5,8.0,180.0,4.0,Pursaklar,4648500
4,0.0,110.0,13.0,Pursaklar,2092500
4,3.0,125.0,7.5,Pursaklar,3892500
4,3.0,110.0,13.0,Pursaklar,2923500
5,0.0,180.0,0.0,Pursaklar,6000000
4,4.0,125.0,18.0,Pursaklar,2325000
4,0.0,125.0,7.5,Pursaklar,2788500
5,12.0,185.0,7.5,Pursaklar,6225000
5,15.0,185.0,1.0,Pursaklar,5625000
3,0.0,100.0,0.0,Pursaklar,2850000
5,9.0,185.0,2.0,Pursaklar,7335000
4,3.0,125.0,20.0,Pursaklar,2775000
4,1.0,125.0,18.0,Pursaklar,2925000
4,2.0,160.0,7.5,Pursaklar,4500000
4,3.0,125.0,13.0,Pursaklar,2662500
5,1.0,200.0,0.0,Pursaklar,4875000
4,1.0,150.0,7.5,Pursaklar,3150000
4,2.0,135.0,4.0,Pursaklar,3570000
4,3.0,155.0,7.5,Pursaklar,3900000
4,1.0,135.0,13.0,Pursaklar,2925000
4,3.0,110.0,18.0,Pursaklar,2640000
3,0.0,100.0,18.0,Pursaklar,2475000
5,6.0,190.0,1.0,Pursaklar,6300000
5,5.0,185.0,3.0,Pursaklar,5512500
5,17.0,200.0,2.0,Pursaklar,6375000
4,1.0,125.0,13.0,Pursaklar,3285000
4,3.0,130.0,13.0,Pursaklar,3900000
4,1.0,130.0,1.0,Pursaklar,4575000
5,4.0,185.0,3.0,Pursaklar,5100000
4,3.0,125.0,18.0,Pursaklar,2880000
5,1.0,190.0,3.0,Pursaklar,4762500
4,2.0,150.0,13.0,Pursaklar,2923500
5,7.0,180.0,2.0,Pursaklar,4777500
4,3.0,125.0,13.0,Pursaklar,2812500
5,5.0,185.0,7.5,Pursaklar,4650000
4,2.0,130.0,18.0,Pursaklar,2992500
3,2.0,95.0,13.0,Pursaklar,1350000
5,2.0,160.0,4.0,Pursaklar,4800000
5,1.0,195.0,3.0,Pursaklar,4687500
5,1.0,195.0,0.0,Pursaklar,7350000
4,3.0,125.0,7.5,Pursaklar,3277500
6,8.0,300.0,7.5,Pursaklar,4875000
3,1.0,125.0,2.0,Pursaklar,2715000
4,3.0,130.0,2.0,Pursaklar,3570000
4,2.0,135.0,7.5,Pursaklar,4275000
5,4.0,190.0,1.0,Pursaklar,5100000
4,5.0,165.0,7.5,Pursaklar,5400000
3,-1.0,90.0,13.0,Pursaklar,1198500
5,14.0,200.0,0.0,Pursaklar,5775000
4,3.0,140.0,13.0,Pursaklar,2970000
4,3.0,125.0,18.0,Pursaklar,2985000
4,1.0,115.0,18.0,Pursaklar,2175000
4,1.0,130.0,7.5,Pursaklar,3225000
5,12.0,205.0,3.0,Pursaklar,5775000
4,5.0,150.0,7.5,Pursaklar,4185000
5,13.0,200.0,0.0,Pursaklar,5025000
4,3.0,145.0,13.0,Pursaklar,2782500
4,1.0,125.0,7.5,Pursaklar,3675000
4,1.0,115.0,13.0,Pursaklar,2100000
5,-1.0,190.0,7.5,Pursaklar,3975000
4,2.0,135.0,2.0,Pursaklar,3570000
5,3.0,190.0,0.0,Pursaklar,6300000
5,12.0,205.0,0.0,Pursaklar,6450000
4,-1.0,125.0,7.5,Pursaklar,3373500
4,-1.0,120.0,13.0,Pursaklar,1950000
3,2.0,120.0,0.0,Pursaklar,3900000
5,1.0,160.0,7.5,Pursaklar,4800000
4,1.0,130.0,0.0,Pursaklar,4425000
5,8.0,195.0,4.0,Pursaklar,5250000
4,1.0,120.0,7.5,Pursaklar,2805000
2,1.0,75.0,0.0,Pursaklar,2175000
4,2.0,125.0,0.0,Pursaklar,4275000
5,7.0,155.0,0.0,Pursaklar,4770000
4,1.0,145.0,7.5,Pursaklar,3150000
6,8.0,350.0,7.5,Pursaklar,4875000
4,5.0,135.0,13.0,Pursaklar,2940000
4,2.0,150.0,7.5,Pursaklar,3225000
4,1.0,125.0,13.0,Pursaklar,2625000
4,1.0,125.0,13.0,Pursaklar,2490000
5,3.0,200.0,0.0,Pursaklar,6825000
4,3.0,155.0,13.0,Pursaklar,3150000
4,3.0,130.0,13.0,Pursaklar,3135000
5,5.0,200.0,0.0,Pursaklar,5475000
5,1.0,145.0,7.5,Pursaklar,3105000
4,1.0,125.0,4.0,Pursaklar,3750000
4,1.0,115.0,13.0,Pursaklar,2437500
5,-1.0,185.0,7.5,Pursaklar,3750000
4,2.0,125.0,0.0,Pursaklar,3270000
4,2.0,135.0,7.5,Pursaklar,2985000
5,5.0,190.0,4.0,Pursaklar,4950000
4,1.0,135.0,13.0,Pursaklar,2625000
5,6.0,180.0,4.0,Pursaklar,4455000
4,1.0,140.0,7.5,Pursaklar,2700000
5,15.0,185.0,0.0,Pursaklar,6375000
4,6.0,185.0,7.5,Pursaklar,4425000
4,1.0,130.0,7.5,Pursaklar,3450000
4,1.0,130.0,13.0,Pursaklar,2625000
4,3.0,160.0,13.0,Pursaklar,2730000
7,3.0,235.0,13.0,Pursaklar,3750000
5,1.0,198.0,4.0,Pursaklar,3975000
4,2.0,125.0,13.0,Pursaklar,2625000
4,1.0,130.0,13.0,Pursaklar,3300000
4,1.0,125.0,18.0,Pursaklar,2475000
4,1.0,125.0,18.0,Pursaklar,2698500
4,1.0,139.0,13.0,Pursaklar,3225000
4,1.0,134.0,13.0,Pursaklar,2325000
5,10.0,210.0,0.0,Pursaklar,8475000
4,2.0,140.0,7.5,Pursaklar,3525000
5,3.0,185.0,1.0,Pursaklar,4762500
5,1.0,185.0,7.5,Pursaklar,4125000
5,1.0,200.0,3.0,Pursaklar,3975000
4,6.0,130.0,0.0,Pursaklar,3600000
5,2.0,185.0,4.0,Pursaklar,5158500
5,8.0,185.0,0.0,Pursaklar,4725000
4,2.0,130.0,7.5,Pursaklar,4275000
4,1.0,140.0,13.0,Pursaklar,2625000
4,3.0,125.0,7.5,Pursaklar,2355000
5,4.0,185.0,4.0,Pursaklar,5400000
5,5.0,185.0,4.0,Pursaklar,6675000
5,8.0,185.0,4.0,Pursaklar,6300000
4,1.0,130.0,3.0,Pursaklar,3450000
4,3.0,155.0,13.0,Pursaklar,2602500
7,8.0,300.0,13.0,Pursaklar,4875000
6,13.0,300.0,7.5,Pursaklar,6750000
4,3.0,125.0,7.5,Pursaklar,3825000
4,4.0,140.0,1.0,Pursaklar,4200000
4,4.0,155.0,7.5,Pursaklar,3840000
4,2.0,125.0,7.5,Pursaklar,2925000
2,0.0,350.0,13.0,Pursaklar,12750000
5,10.0,190.0,0.0,Pursaklar,4125000
4,1.0,140.0,13.0,Pursaklar,2370000
4,1.0,125.0,13.0,Pursaklar,2227500
5,11.0,170.0,0.0,Pursaklar,4950000
5,0.0,145.0,7.5,Pursaklar,2278500
4,1.0,125.0,18.0,Pursaklar,2655000
4,-2.0,150.0,13.0,Pursaklar,2173500
3,17.0,150.0,3.0,Pursaklar,3750000
5,7.0,170.0,4.0,Pursaklar,5250000
5,13.0,190.0,0.0,Pursaklar,5535000
6,3.0,300.0,0.0,Pursaklar,12000000
5,6.0,195.0,4.0,Pursaklar,6000000
5,16.0,190.0,4.0,Pursaklar,6750000
7,3.0,200.0,13.0,Pursaklar,2655000
4,3.0,150.0,0.0,Pursaklar,4125000
4,3.0,140.0,0.0,Pursaklar,3525000
4,2.0,115.0,13.0,Pursaklar,3225000
5,1.0,190.0,0.0,Pursaklar,6150000
5,11.0,160.0,0.0,Pursaklar,4950000
5,1.0,180.0,7.5,Pursaklar,3975000
4,3.0,145.0,7.5,Pursaklar,3148500
5,4.0,190.0,3.0,Pursaklar,5362500
3,1.0,120.0,4.0,Pursaklar,2302500
4,1.0,135.0,1.0,Pursaklar,2655000
5,4.0,180.0,4.0,Pursaklar,5362500
5,12.0,200.0,0.0,Pursaklar,6000000
4,1.0,180.0,4.0,Pursaklar,3000000
4,2.0,125.0,13.0,Pursaklar,2175000
4,1.0,100.0,18.0,Pursaklar,1485000
4,0.0,130.0,7.5,Pursaklar,2475000
7,3.0,280.0,7.5,Pursaklar,4875000
5,10.0,190.0,1.0,Pursaklar,4425000
6,3.0,300.0,13.0,Pursaklar,4425000
5,9.0,210.0,2.0,Pursaklar,6360000
5,1.0,190.0,0.0,Pursaklar,3675000
8,3.0,280.0,7.5,Pursaklar,4050000
4,7.0,140.0,18.0,Pursaklar,2250000
4,4.0,145.0,3.0,Pursaklar,4350000
4,7.0,130.0,13.0,Pursaklar,2175000
4,4.0,159.0,4.0,Pursaklar,4500000
5,2.0,185.0,7.5,Pursaklar,3975000
4,2.0,130.0,13.0,Pursaklar,2542500
8,3.0,250.0,7.5,Pursaklar,4050000
3,1.0,100.0,13.0,Pursaklar,2188500
4,3.0,115.0,13.0,Pursaklar,2325000
3,-1.0,100.0,13.0,Pursaklar,1725000
7,4.0,280.0,4.0,Pursaklar,4650000
5,10.0,195.0,0.0,Pursaklar,7875000
4,5.0,155.0,4.0,Pursaklar,4725000
5,3.0,185.0,2.0,Pursaklar,3975000
3,1.0,150.0,2.0,Pursaklar,2715000
4,5.0,159.0,4.0,Pursaklar,4725000
4,7.0,160.0,7.5,Pursaklar,3735000
4,1.0,145.0,7.5,Pursaklar,2467500
5,8.0,160.0,4.0,Pursaklar,3885000
3,1.0,120.0,4.0,Pursaklar,2715000
4,5.0,150.0,7.5,Pursaklar,4275000
4,1.0,125.0,7.5,Pursaklar,3748500
5,9.0,185.0,4.0,Pursaklar,4725000
4,2.0,130.0,0.0,Pursaklar,3675000
6,4.0,190.0,2.0,Pursaklar,5085000
4,4.0,150.0,7.5,Pursaklar,3840000
4,1.0,180.0,4.0,Pursaklar,3420000
4,1.0,135.0,1.0,Pursaklar,3000000
4,7.0,150.0,4.0,Pursaklar,4650000
4,1.0,130.0,13.0,Pursaklar,3052500
4,7.0,165.0,13.0,Pursaklar,4123500
3,0.0,100.0,0.0,Pursaklar,2475000
4,2.0,125.0,13.0,Pursaklar,3600000
4,1.0,130.0,2.0,Pursaklar,3000000
4,1.0,125.0,7.5,Pursaklar,2925000
4,1.0,155.0,3.0,Pursaklar,3000000
5,7.0,180.0,1.0,Pursaklar,5775000
4,3.0,130.0,13.0,Pursaklar,2625000
7,4.0,400.0,7.5,Pursaklar,8625000
6,4.0,290.0,18.0,Pursaklar,3750000
4,2.0,125.0,1.0,Pursaklar,3570000
5,12.0,185.0,0.0,Pursaklar,6375000
5,14.0,180.0,0.0,Pursaklar,5175000
5,5.0,190.0,0.0,Pursaklar,3823500
5,8.0,190.0,0.0,Pursaklar,5700000
4,1.0,160.0,0.0,Pursaklar,3600000
3,2.0,80.0,20.0,Pursaklar,2325000
4,4.0,140.0,7.5,Pursaklar,4125000
7,4.0,285.0,7.5,Pursaklar,4575000
5,9.0,200.0,0.0,Pursaklar,6750000
4,8.0,150.0,0.0,Pursaklar,4575000
3,1.0,110.0,0.0,Pursaklar,2475000
4,1.0,125.0,13.0,Pursaklar,2775000
4,4.0,175.0,7.5,Pursaklar,2775000
5,4.0,180.0,0.0,Pursaklar,5550000
5,3.0,210.0,0.0,Pursaklar,6300000
4,11.0,160.0,0.0,Pursaklar,5700000
4,4.0,160.0,0.0,Pursaklar,5550000
4,3.0,125.0,20.0,Sincan,2473500
4,4.0,135.0,0.0,Sincan,3148500
4,0.0,125.0,20.0,Sincan,2638500
4,1.0,125.0,7.5,Sincan,3375000
4,3.0,135.0,1.0,Sincan,3598500
4,1.0,125.0,18.0,Sincan,2233500
4,0.0,125.0,18.0,Sincan,1875000
4,2.0,130.0,7.5,Sincan,2850000
4,1.0,130.0,20.0,Sincan,2503500
3,1.0,100.0,18.0,Sincan,1483500
4,1.0,130.0,18.0,Sincan,2638500
